Author,Work
"Vettius Valens","Anthologiarum libri"
"Vitae Aesopi","Vita Aesopi (fort. auctore Aphthonio)"
"Vitae Aesopi","Vita Aesopi Pl vel Accursiana (sub auctore Maximo Planude) (recensio 1)"
"Vitae Aesopi","Βιβλίον μυθικὸν τοῦ Αἰσώπου"
"Vitae Hesiodi Particula","Vitae Hesiodi Particula"
"Vitae Homeri","Eustathii vita"
"Vitae Homeri","Plutarchi vita"
"Vitae Homeri","Sudae vita"
"Vitae Homeri","Tzetzae vita"
"Vitae Homeri","Vita Proculea (e Chrestomathia)"
"Vitae Homeri","Vita quarta"
"Vitae Homeri","Vita quinta"
"Vitae Homeri","Vita septima"
"Vitae Homeri","Vitae Herodotea"
"Vitae Pindari et varia de Pindaro","Pentathlon et de novem lyricis"
"Vitae Pindari et varia de Pindaro","Vita Ambrosiana"
"Vitae Pindari et varia de Pindaro","Vita Thomana et hypothesis Olympiorum"
"Vitae Pindari et varia de Pindaro","Vita metrica"
"Vitae Prophetarum","De prophetarum vita et obitu (Dorothei recensio)"
"Vitae Prophetarum","De prophetarum vita et obitu (recensio anonyma)"
"Vitae Prophetarum","De prophetarum vita et obitu (recensio scholiis Hesychii aliorumque patrum in prophetas adjecta)"
"Vitae Prophetarum","Index apostolorum discipulorumque Domini"
"Vitruvius Pollio","On Architecture"
"Xenocrates of Chalcedon",Fragmenta
Xenophon," Hellenica"
Xenophon,Agesilaus
Xenophon,Anabasis
Xenophon,Apology
Xenophon,"Constitution of the Lacedaimonians"
Xenophon,Cyropaedia
Xenophon,Hiero
Xenophon,Memorabilia
Xenophon,"On Hunting"
Xenophon,"On the Cavalry Commander"
Xenophon,Symposium
Xenophon,"Ways and Means"
Xenophon,"Οἰκονομικός"
"Xenophon of Ephesus",Ephesiaca
"Zenobius Sophista","Epitome collectionum Lucilli Tarrhaei et Didymi"
Zonaras,Argumenta
Zonaras,Chronologia
Zonaras,"Epitome Historiarum"
Zonaras,"Epitome historiarum (Vol. 1)"
Zosimus,"Historia Nova"
"अगस्तीयरत्नपरीक्षा","अगस्तीयरत्नपरीक्षा"
"अग्निपुराण","अग्निपुराण"
"अचिन्त्यस्तव","अचिन्त्यस्तव"
"अथर्वप्रायश्चित्तानि","अथर्वप्रायश्चित्तानि"
"अथर्ववेद (पैप्पलाद)","अथर्ववेद (पैप्पलाद)"
"अथर्ववेद (शौनक)","अथर्ववेद (शौनक)"
"अथर्ववेदपरिशिष्ट","अथर्ववेदपरिशिष्ट"
"अभिधर्मकोश","अभिधर्मकोश"
"अभिधर्मकोशभाष्य","अभिधर्मकोशभाष्य"
"अभिधानचिन्तामणि","अभिधानचिन्तामणि"
"अभिनवचिन्तामणि","अभिनवचिन्तामणि"
"अमरकोश","अमरकोश"
"अमरुशतक","अमरुशतक"
"अमरौघशासन","अमरौघशासन"
"अमृतबिन्दूपनिषत्","अमृतबिन्दूपनिषत्"
"अयुर्वेदरसायन","अयुर्वेदरसायन"
"अर्थशास्त्र","अर्थशास्त्र"
"अवदानशतक","अवदानशतक"
"अष्टसाहस्रिका","अष्टसाहस्रिका"
"अष्टाङ्गनिघण्टु","अष्टाङ्गनिघण्टु"
"अष्टाङ्गसंग्रह","अष्टाङ्गसंग्रह"
"अष्टाङ्गहृदयसंहिता","अष्टाङ्गहृदयसंहिता"
"अष्टाध्यायी","अष्टाध्यायी"
"अष्टावक्रगीत","अष्टावक्रगीत"
"आनन्दकन्द","आनन्दकन्द"
"आपस्तम्बगृह्यसूत्र","आपस्तम्बगृह्यसूत्र"
"आपस्तम्बधर्मसूत्र","आपस्तम्बधर्मसूत्र"
"आपस्तम्बश्रौतसूत्र","आपस्तम्बश्रौतसूत्र"
"आयुर्वेददीपिका","आयुर्वेददीपिका"
"आर्यासप्तशती","आर्यासप्तशती"
"आश्वलायनगृह्यसूत्र","आश्वलायनगृह्यसूत्र"
"आश्वालायनश्रौतसूत्र","आश्वालायनश्रौतसूत्र"
"इन्दु (अद् अह्स्)","इन्दु (अद् अह्स्)"
"उड्डामरेश्वरतन्त्र","उड्डामरेश्वरतन्त्र"
"ऋग्विधान","ऋग्विधान"
"ऋग्वेद","ऋग्वेद"
"ऋग्वेदः","ऋग्वेदः"
"ऋग्वेदखिलानि","ऋग्वेदखिलानि"
"ऋग्वेदवेदाङ्गज्योतिष","ऋग्वेदवेदाङ्गज्योतिष"
"ऋतुसंहार","ऋतुसंहार"
"ऐतरेय-आरण्यक","ऐतरेय-आरण्यक"
"ऐतरेयब्राह्मण","ऐतरेयब्राह्मण"
"ऐतरेयोपनिषद्","ऐतरेयोपनिषद्"
"कठारण्यक","कठारण्यक"
"कठोपनिषद्","कठोपनिषद्"
"कथासरित्सागर","कथासरित्सागर"
"काठकगृह्यसूत्र","काठकगृह्यसूत्र"
"काठकसंहिता","काठकसंहिता"
"कात्यायनश्रौतसूत्र","कात्यायनश्रौतसूत्र"
"कात्यायनस्मृति","कात्यायनस्मृति"
"कादम्बरीस्वीकरणसूत्रमञ्जरी","कादम्बरीस्वीकरणसूत्रमञ्जरी"
"कामसूत्र","कामसूत्र"
"कालिकापुराण","कालिकापुराण"
"काव्यादर्श","काव्यादर्श"
"काव्यालंकार","काव्यालंकार"
"काव्यालंकारवृत्ति","काव्यालंकारवृत्ति"
"काशिकावृत्ति","काशिकावृत्ति"
"किरातार्जुनीय","किरातार्जुनीय"
"कुमारसंभव","कुमारसंभव"
"कूर्मपुराण","कूर्मपुराण"
"कृषिपराशर","कृषिपराशर"
"कृष्णामृतमहार्णव","कृष्णामृतमहार्णव"
"कैयदेवनिघण्टु","कैयदेवनिघण्टु"
"कोकिलसंदेश","कोकिलसंदेश"
"कौशिकसूत्र","कौशिकसूत्र"
"कौशिकसूत्रकेशवपद्धति","कौशिकसूत्रकेशवपद्धति"
"कौशिकसूत्रदारिलभाष्य","कौशिकसूत्रदारिलभाष्य"
"कौषीतकगृह्यसूत्र","कौषीतकगृह्यसूत्र"
"कौषीतकिब्राह्मण","कौषीतकिब्राह्मण"
"कौषीतक्युपनिषद्","कौषीतक्युपनिषद्"
"खादिरगृह्यसूत्र","खादिरगृह्यसूत्र"
"गणकारिका","गणकारिका"
"गरुडपुराण","गरुडपुराण"
"गर्भोपनिषत्","गर्भोपनिषत्"
"गीतगोविन्द","गीतगोविन्द"
"गूढार्थदीपिका","गूढार्थदीपिका"
"गृहस्थरत्नाकर","गृहस्थरत्नाकर"
"गोकर्णपुराणसारः","गोकर्णपुराणसारः"
"गोपथब्राह्मण","गोपथब्राह्मण"
"गोभिलगृह्यसूत्र","गोभिलगृह्यसूत्र"
"गोरक्षशतक","गोरक्षशतक"
"गौतमधर्मसूत्र","गौतमधर्मसूत्र"
"घेरण्डसंहिता","घेरण्डसंहिता"
"चरकतत्त्वप्रदीपिका","चरकतत्त्वप्रदीपिका"
"चरकसंहिता","चरकसंहिता"
"चोम्मेन्तर्य् ओन् अमरौघशासन","चोम्मेन्तर्य् ओन् अमरौघशासन"
"चोम्मेन्तर्य् ओन् थे कादम्बरीस्वीकरणसूत्रमञ्जरी","चोम्मेन्तर्य् ओन् थे कादम्बरीस्वीकरणसूत्रमञ्जरी"
"चोम्मेन्तर्य् ओन् थे काव्यालंकारवृत्ति","चोम्मेन्तर्य् ओन् थे काव्यालंकारवृत्ति"
"चौरपञ्चशिका","चौरपञ्चशिका"
"छान्दोग्योपनिषद्","छान्दोग्योपनिषद्"
"जन्ममरणविचार","जन्ममरणविचार"
"जैमिनिगृह्यसूत्र","जैमिनिगृह्यसूत्र"
"जैमिनीय-उपनिषद्-ब्राह्मण","जैमिनीय-उपनिषद्-ब्राह्मण"
"जैमिनीयब्राह्मण","जैमिनीयब्राह्मण"
"जैमिनीयश्रौतसूत्र","जैमिनीयश्रौतसूत्र"
"टिकनिकयात्रा","टिकनिकयात्रा"
"तत्त्ववैशारदी","तत्त्ववैशारदी"
"तन्त्रसार","तन्त्रसार"
"तन्त्राख्यायिका","तन्त्राख्यायिका"
"तन्त्रालोक","तन्त्रालोक"
"तर्कसंग्रह","तर्कसंग्रह"
"तैत्तिरीयब्राह्मण","तैत्तिरीयब्राह्मण"
"तैत्तिरीयसंहिता","तैत्तिरीयसंहिता"
"तैत्तिरीयारण्यक","तैत्तिरीयारण्यक"
"तैत्तिरीयोपनिषद्","तैत्तिरीयोपनिषद्"
"तोडलतन्त्र","तोडलतन्त्र"
"त्रिकाण्डशेष","त्रिकाण्डशेष"
"दशकुमारचरित","दशकुमारचरित"
"दिव्यावदान","दिव्यावदान"
"देवीकालोत्तरागम","देवीकालोत्तरागम"
"देवीमाहात्म्य","देवीमाहात्म्य"
"द्राह्यायणश्रौतसूत्र","द्राह्यायणश्रौतसूत्र"
"धनुर्वेद","धनुर्वेद"
"धन्वन्तरिनिघण्टु","धन्वन्तरिनिघण्टु"
"नरसिंहपुराण","नरसिंहपुराण"
"नर्ममाला","नर्ममाला"
"नाट्यशास्त्र","नाट्यशास्त्र"
"नाट्यशास्त्रविवृति","नाट्यशास्त्रविवृति"
"नाडीपरीक्षा","नाडीपरीक्षा"
"नादबिन्दूपनिषत्","नादबिन्दूपनिषत्"
"नारदस्मृति","नारदस्मृति"
"निघण्टुशेष","निघण्टुशेष"
"निबन्धसंग्रह","निबन्धसंग्रह"
"निरुक्त","निरुक्त"
"न्यायबिन्दु","न्यायबिन्दु"
"न्यायभाष्य","न्यायभाष्य"
"न्यायसूत्र","न्यायसूत्र"
"पञ्चविंशब्राह्मण","पञ्चविंशब्राह्मण"
"पञ्चार्थभाष्य","पञ्चार्थभाष्य"
"पदार्थचन्द्रिका","पदार्थचन्द्रिका"
"परमानन्दीयनाममाला","परमानन्दीयनाममाला"
"परशुरामकल्पसूत्र","परशुरामकल्पसूत्र"
"पराशरधर्मसंहिता","पराशरधर्मसंहिता"
"पराशरस्मृतिटीका","पराशरस्मृतिटीका"
"पारस्करगृह्यसूत्र","पारस्करगृह्यसूत्र"
"पाशुपतसूत्र","पाशुपतसूत्र"
"प्रसन्नपदा","प्रसन्नपदा"
"बीजनिघण्टु","बीजनिघण्टु"
"बुद्धचरित","बुद्धचरित"
"बृहत्कथाश्लोकसंग्रह","बृहत्कथाश्लोकसंग्रह"
"बृहदारण्यकोपनिषद्","बृहदारण्यकोपनिषद्"
"बोधिचर्यावतार","बोधिचर्यावतार"
"बौधायनगृह्यसूत्र","बौधायनगृह्यसूत्र"
"बौधायनधर्मसूत्र","बौधायनधर्मसूत्र"
"बौधायनश्रौतसूत्र","बौधायनश्रौतसूत्र"
"ब्रह्मबिन्दूपनिषत्","ब्रह्मबिन्दूपनिषत्"
"भगवद्गीता","भगवद्गीता"
"भद्रबाहुचरित","भद्रबाहुचरित"
"भल्लटशतक","भल्लटशतक"
"भागवतपुराण","भागवतपुराण"
"भारतमञ्जरी","भारतमञ्जरी"
"भारद्वाजगृह्यसूत्र","भारद्वाजगृह्यसूत्र"
"भारद्वाजश्रौतसूत्र","भारद्वाजश्रौतसूत्र"
"भावप्रकाश","भावप्रकाश"
"भैरवस्तव","भैरवस्तव"
"भ्रमराष्टक","भ्रमराष्टक"
"मणिमाहात्म्य","मणिमाहात्म्य"
"मत्स्यपुराण","मत्स्यपुराण"
"मदनपालनिघण्टु","मदनपालनिघण्टु"
"मनुस्मृति","मनुस्मृति"
"महाचीनतन्त्र","महाचीनतन्त्र"
"महाभारत","महाभारत"
"मातृकाभेदतन्त्र","मातृकाभेदतन्त्र"
"मानवगृह्यसूत्र","मानवगृह्यसूत्र"
"मीमांसासूत्रभाष्य","मीमांसासूत्रभाष्य"
"मुकुन्दमाला","मुकुन्दमाला"
"मुग्धावबोधिनी","मुग्धावबोधिनी"
"मुण्डकोपनिषद्","मुण्डकोपनिषद्"
"मूलमध्यमकारिकाः","मूलमध्यमकारिकाः"
"मृगेन्द्रटीका","मृगेन्द्रटीका"
"मृगेन्द्रतन्त्र","मृगेन्द्रतन्त्र"
"मेघदूत","मेघदूत"
"मैत्रायणीसंहिता","मैत्रायणीसंहिता"
"याज्ञवल्क्यस्मृति","याज्ञवल्क्यस्मृति"
"योगरत्नाकर","योगरत्नाकर"
"योगसूत्र","योगसूत्र"
"योगसूत्रभाष्य","योगसूत्रभाष्य"
"रत्नटीका","रत्नटीका"
"रत्नदीपिका","रत्नदीपिका"
"रसकामधेनु","रसकामधेनु"
"रसतरङ्गिणी","रसतरङ्गिणी"
"रसप्रकाशसुधाकर","रसप्रकाशसुधाकर"
"रसमञ्जरी","रसमञ्जरी"
"रसरत्नसमुच्चय","रसरत्नसमुच्चय"
"रसरत्नसमुच्चयटीका","रसरत्नसमुच्चयटीका"
"रसरत्नसमुच्चयदीपिका","रसरत्नसमुच्चयदीपिका"
"रसरत्नसमुच्चयबोधिनी","रसरत्नसमुच्चयबोधिनी"
"रसरत्नाकर","रसरत्नाकर"
"रससंकेतकलिका","रससंकेतकलिका"
"रसहृदयतन्त्र","रसहृदयतन्त्र"
"रसाध्याय","रसाध्याय"
"रसाध्यायटीका","रसाध्यायटीका"
"रसार्णव","रसार्णव"
"रसार्णवकल्प","रसार्णवकल्प"
"रसिकप्रिया","रसिकप्रिया"
"रसिकसंजीवनी","रसिकसंजीवनी"
"रसेन्द्रचिन्तामणि","रसेन्द्रचिन्तामणि"
"रसेन्द्रचूडामणि","रसेन्द्रचूडामणि"
"रसेन्द्रसारसंग्रह","रसेन्द्रसारसंग्रह"
"राजनिघण्टु","राजनिघण्टु"
"राजमार्तण्ड","राजमार्तण्ड"
"रामायण","रामायण"
"लङ्कावतारसूत्र","लङ्कावतारसूत्र"
"ललितविस्तर","ललितविस्तर"
"लिङ्गपुराण","लिङ्गपुराण"
"वराहपुराण","वराहपुराण"
"वसिष्ठधर्मसूत्र","वसिष्ठधर्मसूत्र"
"वाजसनेयिसंहिता (माध्यन्दिन)","वाजसनेयिसंहिता (माध्यन्दिन)"
"वातूलनाथसूत्रवृत्ति","वातूलनाथसूत्रवृत्ति"
"वातूलनाथसूत्रस्","वातूलनाथसूत्रस्"
"वाराहगृह्यसूत्र","वाराहगृह्यसूत्र"
"वाराहश्रौतसूत्र","वाराहश्रौतसूत्र"
"विंशतिकाकारिका","विंशतिकाकारिका"
"विंशतिकावृत्ति","विंशतिकावृत्ति"
"विष्णुपुराण","विष्णुपुराण"
"विष्णुस्मृति","विष्णुस्मृति"
"वृद्धयमस्मृति","वृद्धयमस्मृति"
"वेतालपञ्चविंशतिका","वेतालपञ्चविंशतिका"
"वैखानसगृह्यसूत्र","वैखानसगृह्यसूत्र"
"वैखानसधर्मसूत्र","वैखानसधर्मसूत्र"
"वैखानसश्रौतसूत्र","वैखानसश्रौतसूत्र"
"वैतानसूत्र","वैतानसूत्र"
"वैशेषिकसूत्र","वैशेषिकसूत्र"
"वैशेषिकसूत्रवृत्ति","वैशेषिकसूत्रवृत्ति"
"शतकत्रय","शतकत्रय"
"शतपथब्राह्मण","शतपथब्राह्मण"
"शाक्तविज्ञान","शाक्तविज्ञान"
"शाङ्खायनगृह्यसूत्र","शाङ्खायनगृह्यसूत्र"
"शाङ्खायनश्रौतसूत्र","शाङ्खायनश्रौतसूत्र"
"शाङ्खायनारण्यक","शाङ्खायनारण्यक"
"शार्ङ्गधरसंहिता","शार्ङ्गधरसंहिता"
"शार्ङ्गधरसंहितादीपिका","शार्ङ्गधरसंहितादीपिका"
"शिक्षासमुच्चय","शिक्षासमुच्चय"
"शिरऽउपनिषद्","शिरऽउपनिषद्"
"शिवपुराण","शिवपुराण"
"शिवसूत्र","शिवसूत्र"
"शिवसूत्रवार्तिक","शिवसूत्रवार्तिक"
"शुकसप्तति","शुकसप्तति"
"श्यैनिकशास्त्र","श्यैनिकशास्त्र"
"श्वेताश्वतरोपनिषद्","श्वेताश्वतरोपनिषद्"
"षड्विंशब्राह्मण","षड्विंशब्राह्मण"
"संवित्सिद्धि","संवित्सिद्धि"
"सङ्घभेदवस्तु","सङ्घभेदवस्तु"
"सद्धर्मपुण्डरीकसूत्र","सद्धर्मपुण्डरीकसूत्र"
"सर्वदर्शनसंग्रह","सर्वदर्शनसंग्रह"
"सर्वाङ्गसुन्दरा","सर्वाङ्गसुन्दरा"
"सांख्यकारिका","सांख्यकारिका"
"सांख्यकारिकाभाष्य","सांख्यकारिकाभाष्य"
"सांख्यतत्त्वकौमुदी","सांख्यतत्त्वकौमुदी"
"सात्वततन्त्र","सात्वततन्त्र"
"सामविधानब्राह्मण","सामविधानब्राह्मण"
"सुश्रुतसंहिता","सुश्रुतसंहिता"
"सूर्यशतक","सूर्यशतक"
"सूर्यशतकटीका","सूर्यशतकटीका"
"सूर्यसिद्धान्त","सूर्यसिद्धान्त"
"सौन्दरानन्द","सौन्दरानन्द"
"स्कन्दपुराण","स्कन्दपुराण"
"स्कन्दपुराण (रेवाखण्ड)","स्कन्दपुराण (रेवाखण्ड)"
"स्पन्दकारिका","स्पन्दकारिका"
"स्पन्दकारिकानिर्णय","स्पन्दकारिकानिर्णय"
"स्फुटार्थाव्याख्या","स्फुटार्थाव्याख्या"
"स्मरदीपिका","स्मरदीपिका"
"हंसदूत","हंसदूत"
"हंससंदेश","हंससंदेश"
"हठयोगप्रदीपिका","हठयोगप्रदीपिका"
"हरिभक्तिविलास","हरिभक्तिविलास"
"हरिवंश","हरिवंश"
"हर्षचरित","हर्षचरित"
"हितोपदेश","हितोपदेश"
"हिरण्यकेशिगृह्यसूत्र","हिरण्यकेशिगृह्यसूत्र"
