Author,Work,WorkID
Menander Rhetor,tlg002 (OGL),tlg2586.tlg002_OGL
Menecrates Medicus,Epistula (OGL),tlg0639.tlg001_OGL
Methodius,Symposium Sive Convivium Decem Virginum (OGL),tlg2959.tlg001_OGL
Methodius,De Libero Arbitrio (OGL),tlg2959.tlg002_OGL
Methodius,"De Creatis (Fragmenta Ap. Photium, Bibl. Cod. 235) (OGL)",tlg2959.tlg005_OGL
Methodius,Adversus Porphyrium (Fragmenta) (OGL),tlg2959.tlg006_OGL
Methodius,Fragmenta In Job (In Catenis) (OGL),tlg2959.tlg007_OGL
Methodius,De Martyribus (Fragmenta) (OGL),tlg2959.tlg008_OGL
Methodius,Fragmenta Incerta [Sp.] (OGL),tlg2959.tlg010_OGL
Michael of Ephesus,In Parva Naturalia Commentaria (OGL),tlg4034.tlg002_OGL
Michael of Ephesus,In Libros De Partibus Animalium Commentaria (OGL),tlg4034.tlg003_OGL
Michael of Ephesus,In libros de animalium motione commentarium (OGL),tlg4034.tlg004_OGL
Michael of Ephesus,In librum de animalium incessu commentarium (OGL),tlg4034.tlg005_OGL
Michael of Ephesus,In Librum Quintum Ethicorum Nicomacheorum Commentarium (OGL),tlg4034.tlg006_OGL
Mithridatis Epistula,Epistula (OGL),tlg0039.tlg001_OGL
Moschion Gnomologus,Sententiae (OGL),tlg0575.tlg001_OGL
Moschion Gnomologus,Hypothecae (OGL),tlg0575.tlg002_OGL
Moschus,Eros Drapeta,tlg0035.tlg001
Moschus,Europa,tlg0035.tlg002
Moschus,Epitaphius Bios,tlg0035.tlg003
Moschus,Megara,tlg0035.tlg004
Moschus,Fragmenta,tlg0035.tlg005
"Musaeus, Eleusinius",Fragmenta (OGL),tlg2691.tlg002_OGL
Musonius Rufus,Dissertationum a Lucio digestarum reliquiae (OGL),tlg0628.tlg001_OGL
Musonius Rufus,Minor Fragments (OGL),tlg0628.tlg002_OGL
Musonius Rufus,Spurious Letters (OGL),tlg0628.tlg003_OGL
Myia,Epistula ad Phyllidem (OGL),tlg0509.tlg001_OGL
New Testament,Matthew,tlg0031.tlg001
New Testament,Mark,tlg0031.tlg002
New Testament,Mark Chapter 1 (OGL),tlg0031.tlg002_OGL
New Testament,Luke,tlg0031.tlg003
New Testament,John,tlg0031.tlg004
New Testament,Acts,tlg0031.tlg005
New Testament,Romans,tlg0031.tlg006
New Testament,1 Corinthians,tlg0031.tlg007
New Testament,2 Corinthians,tlg0031.tlg008
New Testament,Galatians,tlg0031.tlg009
New Testament,Ephesians,tlg0031.tlg010
New Testament,Philippians,tlg0031.tlg011
New Testament,Colossians,tlg0031.tlg012
New Testament,1 Thessalonians,tlg0031.tlg013
New Testament,2 Thessalonians,tlg0031.tlg014
New Testament,1 Timothy,tlg0031.tlg015
New Testament,2 Timothy,tlg0031.tlg016
New Testament,Titus,tlg0031.tlg017
New Testament,Philemon,tlg0031.tlg018
New Testament,Hebrews,tlg0031.tlg019
New Testament,James,tlg0031.tlg020
New Testament,1 Peter,tlg0031.tlg021
New Testament,2 Peter,tlg0031.tlg022
New Testament,1 John,tlg0031.tlg023
New Testament,2 John,tlg0031.tlg024
New Testament,3 John,tlg0031.tlg025
New Testament,Jude,tlg0031.tlg026
New Testament,Revelation,tlg0031.tlg027
Nicander of Colophon,Theriaca (OGL),tlg0022.tlg001_OGL
Nicander of Colophon,Alexipharmaca (OGL),tlg0022.tlg002_OGL
Niciae Epistula,Epistula (OGL),tlg0046.tlg001_OGL
Nicomachus of Gerasa,Introductio arithmetica (OGL),tlg0358.tlg001_OGL
Nicomachus of Gerasa,Harmonicum enchiridion (OGL),tlg0358.tlg002_OGL
Nicomachus of Gerasa,Excerpta (OGL),tlg0358.tlg004_OGL
Nicomachus of Gerasa,Problemata arithmetica (OGL),tlg0358.tlg005_OGL
Nonnus of Panopolis,Dionysiaca,tlg2045.tlg001
Numenius of Apamea,Fragmenta (OGL),tlg1542.tlg001_OGL
Oenomaus of Gadara,Fragmenta (OGL),tlg1548.tlg001_OGL
Olympiodorus,Prolegomena (OGL),tlg4019.tlg001_OGL
Olympiodorus,In Categorias Commentarium (OGL),tlg4019.tlg002_OGL
Olympiodorus,In Aristotelis Meteora Commentaria (OGL),tlg4019.tlg003_OGL
Onasander,Strategicus,tlg0648.tlg001
Oppian,Halieutica,tlg0023.tlg001
Oppian of Apamea,Cynegetica,tlg0024.tlg001
Oracula Sibyllina,Oracula (OGL),tlg1551.tlg001_OGL
Oracula Sibyllina,Fragmenta (OGL),tlg1551.tlg002_OGL
Origen,Contra Celsum (OGL),tlg2042.tlg001_OGL
Origen,Commentarii In Evangelium Joannis (OGL),tlg2042.tlg005_OGL
Origen,Fragmenta In Evangelium Joannis (In Catenis) (OGL),tlg2042.tlg006_OGL
Origen,Exhortatio ad martyrium (OGL),tlg2042.tlg007_OGL
Origen,De oratione (OGL),tlg2042.tlg008_OGL
Origen,In Jeremiam (Homiliae 1-11) (OGL),tlg2042.tlg009_OGL
Origen,Fragmenta In Jeremiam (In Catenis) (OGL),tlg2042.tlg010_OGL
Origen,Fragmenta In Lamentationes (In Catenis de Prophetis) (OGL),tlg2042.tlg011_OGL
Origen,Fragmentum In Lamentationes (In Catenis de Octateucho) (OGL),tlg2042.tlg012_OGL
Origen,De Engastrimytho (Homilia In I Reg. [I Sam.] 28.3-25) (OGL),tlg2042.tlg013_OGL
Origen,Fragmenta in Librum Primum Regnorum (In Catenis de Samuelis et Regnorum) (OGL),tlg2042.tlg014_OGL
Origen,Fragmentum In Librum Primum Regnorum (In Catenis de Cantico Canticorum) (OGL),tlg2042.tlg015_OGL
Origen,Homiliae In Lucam (OGL),tlg2042.tlg016_OGL
Origen,Fragmenta In Lucam (In Catenis) (OGL),tlg2042.tlg017_OGL
Origen,Philocalia (OGL),tlg2042.tlg019_OGL
Origen,In Jeremiam (Homiliae 12-20) (OGL),tlg2042.tlg021_OGL
Origen,Commentarium In Evangelium Matthaei (Lib. 10-11) (OGL),tlg2042.tlg029_OGL
Origen,Commentarium In Evangelium Matthaei (Lib. 12-17) (OGL),tlg2042.tlg030_OGL
Origen,Fragmenta in Psalmos 1-150 [Dub.] (OGL),tlg2042.tlg044_OGL
Origen,Epistula ad Africanum (OGL),tlg2042.tlg045_OGL
Origen,Selecta in Genesim (OGL),tlg2042.tlg048_OGL
Origen,Selecta in Exodum (OGL),tlg2042.tlg050_OGL
Origen,Selecta in Leviticum (OGL),tlg2042.tlg051_OGL
Origen,Selecta in Numeros (OGL),tlg2042.tlg052_OGL
Origen,Selecta in Deuteronomium (OGL),tlg2042.tlg053_OGL
Origen,Selecta in Jesum Nave (OGL),tlg2042.tlg054_OGL
Origen,Selecta in Judices (OGL),tlg2042.tlg055_OGL
Origen,Selecta in Job (OGL),tlg2042.tlg057_OGL
Origen,Selecta in Psalmos [Dub.] (OGL),tlg2042.tlg058_OGL
Origen,Fragmenta ex commentariis in Ezechielem (OGL),tlg2042.tlg061_OGL
Origen,Adnotationes in Genesim (OGL),tlg2042.tlg066_OGL
Origen,Adnotationes in Exodum (OGL),tlg2042.tlg067_OGL
Origen,Adnotationes in Leviticum (fragmenta e catenis) (OGL),tlg2042.tlg068_OGL
Origen,Adnotationes in Numeros (OGL),tlg2042.tlg069_OGL
Origen,Adnotationes in Deuteronomium (fragmenta e catenis) (OGL),tlg2042.tlg070_OGL
Origen,Adnotationes in Jesu filium Nave (fragmenta e catenis) (OGL),tlg2042.tlg071_OGL
Origen,Adnotationes in Judices (OGL),tlg2042.tlg072_OGL
Origen,"Homiliae in Job (fragmenta in catenis, typus II) (OGL)",tlg2042.tlg073_OGL
Origen,Excerpta in Psalmos [Dub.] (OGL),tlg2042.tlg074_OGL
Origen,Expositio in Proverbia (fragmenta e catenis) (OGL),tlg2042.tlg075_OGL
Origen,Scholia in Canticum canticorum (OGL),tlg2042.tlg076_OGL
Origen,Scholia in Matthaeum (OGL),tlg2042.tlg077_OGL
Origen,Scholia in Lucam (fragmenta e cod. Venet. 28) (OGL),tlg2042.tlg078_OGL
Origen,"Commentarii in evangelium Joannis (lib. 19, 20, 28, 32) (OGL)",tlg2042.tlg079_OGL
Origen,Fragmenta In Jeremiam (E Philocalia) (OGL),tlg2042.tlg084_OGL
Origen,"Homiliae in Job (fragmenta in catenis, typus I+II) (e codd. Vat.) (OGL)",tlg2042.tlg086_OGL
Orphica,Fragmenta (OGL),tlg0579.tlg010_OGL
Palaiphatos,On Unbelievable Stories (OGL),tlg1553.tlg001_OGL
Pappus Alexandrinus,Synagoge (OGL),tlg2032.tlg001_OGL
Paradoxographus Florentinus,Mirabilia de aquis (OGL),tlg0580.tlg001_OGL
Paraphrases in Dioynsium Periegetam,Paraphrases in Dioynsium Periegetam (OGL),tlg4174.tlg001_OGL
Parmenides,Fragmenta (OGL),tlg1562.tlg002_OGL
Parodica Anonyma,Incertorum fragmenta (OGL),tlg1801.tlg001_OGL
Parthenius of Nicaea,Narrationes Amatoriae,tlg0655.tlg001
Pausanias,"
         Description of Greece
",tlg0525.tlg001
Periander,Epistles (OGL),tlg0629.tlg001_OGL
Phalaridis Epistulae,Epistles (OGL),tlg0053.tlg001_OGL
"Philip II, King of Macedonia",Epistles (OGL),tlg0048.tlg001_OGL
Philo Judaeus,On the Creation of the World (OGL),tlg0018.tlg001_OGL
Philo Judaeus,On the Allegories of the Sacred Laws (OGL),tlg0018.tlg002_OGL
Philo Judaeus,"On the Cherubim; and on the Flaming Sword; and on the First-Born Child of Man, Cain (OGL)",tlg0018.tlg003_OGL
Philo Judaeus,On the Sacrifice of Abel and Cain (OGL),tlg0018.tlg004_OGL
Philo Judaeus,On the Principle that the Worse is accustomed to be always plotting against the Better (OGL),tlg0018.tlg005_OGL
Philo Judaeus,On the Posterity of Cain (OGL),tlg0018.tlg006_OGL
Philo Judaeus,On the Giants (OGL),tlg0018.tlg007_OGL
Philo Judaeus,On the Unchangeableness of God (OGL),tlg0018.tlg008_OGL
Philo Judaeus,On the Tilling of the Earth by Noah (OGL),tlg0018.tlg009_OGL
Philo Judaeus,About the Planting of Noah (OGL),tlg0018.tlg010_OGL
Philo Judaeus,On Drunkenness (OGL),tlg0018.tlg011_OGL
Philo Judaeus,On Sobriety (OGL),tlg0018.tlg012_OGL
Philo Judaeus,On the Confusion of Languages (OGL),tlg0018.tlg013_OGL
Philo Judaeus,On the Migration of Abraham (OGL),tlg0018.tlg014_OGL
Philo Judaeus,"On the question, Who is the Heir of Divine Things (OGL)",tlg0018.tlg015_OGL
Philo Judaeus,On the Meeting for the sake of seeking Instruction (OGL),tlg0018.tlg016_OGL
Philo Judaeus,On Fugitives (OGL),tlg0018.tlg017_OGL
Philo Judaeus,On the question why certain Names in the Holy Scriptures are changed (OGL),tlg0018.tlg018_OGL
Philo Judaeus,"On the doctrine that Dreams are sent from God, Books 1-2 (OGL)",tlg0018.tlg019_OGL
Philo Judaeus,"On the Life of the Wise Man made perfect by Instruction or, on the Unwritten Law, that is to say, on Abraham (OGL)",tlg0018.tlg020_OGL
Philo Judaeus,"On the Life of a Man occupied with Affairs of State, or on Joseph (OGL)",tlg0018.tlg021_OGL
Philo Judaeus,On the Life of Moses: Books 1-3 (OGL),tlg0018.tlg022_OGL
Philo Judaeus,"Concerning the Ten Commandments, which are the Heads of the Law (OGL)",tlg0018.tlg023_OGL
Philo Judaeus,On the Creation of Magistrates (OGL),tlg0018.tlg024_OGL
Philo Judaeus,"On Three Virtues, that is to say, on Courage, Humanity, and Repentance (OGL)",tlg0018.tlg025_OGL
Philo Judaeus,On Rewards and Punishments (OGL),tlg0018.tlg026_OGL
Philo Judaeus,To Prove that every Man who is virtuous is also free  (OGL),tlg0018.tlg027_OGL
Philo Judaeus,"On the Contemplative Life, or on the Virtues of Suppliants (OGL)",tlg0018.tlg028_OGL
Philo Judaeus,On the Incorruptibility of the World (OGL),tlg0018.tlg029_OGL
Philo Judaeus,Against Flaccus (OGL),tlg0018.tlg030_OGL
Philo Judaeus,On the Virtues and on the Office of Ambassadors. Adressed to Caius (OGL),tlg0018.tlg031_OGL
Philo of Byblos,tlg007 (OGL),tlg1416.tlg007_OGL
Philodemus,De Musica Librorum Quae Exstant (OGL),tlg1595.tlg221_OGL
Philodemus,Volumina Rhetorica (OGL),tlg1595.tlg370_OGL
Philolaus of Croton,Fragmenta (OGL),tlg1596.tlg002_OGL
Philostorgius,Historia ecclesiastica (fragmenta ap. Photium) (OGL),tlg2058.tlg001_OGL
Philostratus Minor,Imagines,tlg0652.tlg001
Philostratus Sophista,Imagines,tlg1600.tlg001
Philostratus the Athenian,Life of Apollonius of Tyana,tlg0638.tlg001
Philostratus the Athenian,Lives of the Sophists,tlg0638.tlg003
Philostratus the Athenian,Heroicus,tlg0638.tlg004
Philostratus the Athenian,Nero,tlg0638.tlg005
Philostratus the Athenian,Epistulae et dialexeis,tlg0638.tlg006
Philostratus the Athenian,De Gymnastica,tlg0638.tlg007
Philoxenus of Alexandria,Fragmenta (OGL),tlg1602.tlg001_OGL
Philumenus,De venenatis animalibus eorumque remediis (OGL),tlg0671.tlg001_OGL
Pindar,Olympian Odes,tlg0033.tlg001
Pindar,Pythian Odes,tlg0033.tlg002
Pindar,Nemean Odes,tlg0033.tlg003
Pindar,Isthmean Odes,tlg0033.tlg004
"Pinytus, Saint, Bishop of Knossos",De Epistola Pinyti ad Dionysium (OGL),ogl0001.ogl001_OGL
Plato,Euthyphro,tlg0059.tlg001
Plato,Apology,tlg0059.tlg002
Plato,Crito,tlg0059.tlg003
Plato,Phaedo,tlg0059.tlg004
Plato,Cratylus,tlg0059.tlg005
Plato,Theaetetus,tlg0059.tlg006
Plato,Sophist,tlg0059.tlg007
Plato,Statesman,tlg0059.tlg008
Plato,Parmenides,tlg0059.tlg009
Plato,Philebus,tlg0059.tlg010
Plato,Symposium,tlg0059.tlg011
Plato,Phaedrus,tlg0059.tlg012
Plato,Alcibiades 1,tlg0059.tlg013
Plato,Alcibiades 2,tlg0059.tlg014
Plato,Hipparchus,tlg0059.tlg015
Plato,Lovers,tlg0059.tlg016
Plato,Theages,tlg0059.tlg017
Plato,Charmides,tlg0059.tlg018
Plato,Laches,tlg0059.tlg019
Plato,Lysis,tlg0059.tlg020
Plato,Euthydemus,tlg0059.tlg021
Plato,Protagoras,tlg0059.tlg022
Plato,Gorgias,tlg0059.tlg023
Plato,Meno,tlg0059.tlg024
Plato,Greater Hippias,tlg0059.tlg025
Plato,Lesser Hippias,tlg0059.tlg026
Plato,Ion,tlg0059.tlg027
Plato,Menexenus,tlg0059.tlg028
Plato,Cleitophon,tlg0059.tlg029
Plato,Republic,tlg0059.tlg030
Plato,Timaeus,tlg0059.tlg031
Plato,Critias,tlg0059.tlg032
Plato,Minos,tlg0059.tlg033
Plato,Laws,tlg0059.tlg034
Plato,Epinomis,tlg0059.tlg035
Plato,Letters,tlg0059.tlg036
Plato,Definitiones (OGL),tlg0059.tlg037_OGL
Plotinus,Enneades (OGL),tlg2000.tlg001_OGL
Plutarch,Theseus,tlg0007.tlg001
Plutarch,Romulus,tlg0007.tlg002
Plutarch,Comparison of Theseus and Romulus,tlg0007.tlg003
Plutarch,Lycurgus,tlg0007.tlg004
Plutarch,Numa,tlg0007.tlg005
Plutarch,Comparison of Lycurgus and Numa,tlg0007.tlg006
Plutarch,Solon,tlg0007.tlg007
Plutarch,Publicola,tlg0007.tlg008
Plutarch,Comparison of Solon and Publicola,tlg0007.tlg009
Plutarch,Themistocles,tlg0007.tlg010
Plutarch,Camillus,tlg0007.tlg011
Plutarch,Pericles,tlg0007.tlg012
Plutarch,Fabius Maximus,tlg0007.tlg013
Plutarch,Comparison of Pericles and Fabius Maximus,tlg0007.tlg014
Plutarch,Alcibiades,tlg0007.tlg015
Plutarch,Caius Marcius Coriolanus,tlg0007.tlg016
Plutarch,Comparison of Alcibiades and Coriolanus,tlg0007.tlg017
Plutarch,Timoleon,tlg0007.tlg018
Plutarch,Aemilius Paulus,tlg0007.tlg019
Plutarch,Comparison of Timoleon and Aemilius,tlg0007.tlg020
Plutarch,Pelopidas,tlg0007.tlg021
Plutarch,Marcellus,tlg0007.tlg022
Plutarch,Comparison of Pelopidas and Marcellus,tlg0007.tlg023
Plutarch,Aristides,tlg0007.tlg024
Plutarch,Marcus Cato,tlg0007.tlg025
Plutarch,Comparison of Aristides and Marcus Cato,tlg0007.tlg026
Plutarch,Philopoemen,tlg0007.tlg027
Plutarch,Titus Flamininus,tlg0007.tlg028
Plutarch,Comparison of Philopoemen and Titus,tlg0007.tlg029
Plutarch,Pyrrhus,tlg0007.tlg030
Plutarch,Caius Marius,tlg0007.tlg031
Plutarch,Lysander,tlg0007.tlg032
Plutarch,Sulla,tlg0007.tlg033
Plutarch,Comparison of Lysander and Sulla,tlg0007.tlg034
Plutarch,Cimon,tlg0007.tlg035
Plutarch,Lucullus,tlg0007.tlg036
Plutarch,Comparison of Lucullus and Cimon,tlg0007.tlg037
Plutarch,Nicias,tlg0007.tlg038
Plutarch,Crassus,tlg0007.tlg039
Plutarch,Comparison of Nicias and Crassus,tlg0007.tlg040
Plutarch,Eumenes,tlg0007.tlg041
Plutarch,Sertorius,tlg0007.tlg042
Plutarch,Comparison of Sertorius and Eumenes,tlg0007.tlg043
Plutarch,Agesilaus,tlg0007.tlg044
Plutarch,Pompey,tlg0007.tlg045
Plutarch,Comparison of Agesilaus and Pompey,tlg0007.tlg046
Plutarch,Alexander,tlg0007.tlg047
Plutarch,Caesar,tlg0007.tlg048
Plutarch,Phocion,tlg0007.tlg049
Plutarch,Cato the Younger,tlg0007.tlg050
Plutarch,Agis and Cleomenes,tlg0007.tlg051
Plutarch,Tiberius and Caius Gracchus,tlg0007.tlg052
Plutarch,Comparison of Agis and Cleomenes and the Gracchi,tlg0007.tlg053
Plutarch,Demosthenes,tlg0007.tlg054
Plutarch,Cicero,tlg0007.tlg055
Plutarch,Comparison of Demosthenes and Cicero,tlg0007.tlg056
Plutarch,Demetrius,tlg0007.tlg057
Plutarch,Antony,tlg0007.tlg058
Plutarch,Comparison of Demetrius and Antony,tlg0007.tlg059
Plutarch,Dion,tlg0007.tlg060
Plutarch,Brutus,tlg0007.tlg061
Plutarch,Comparison of Dion and Brutus,tlg0007.tlg062
Plutarch,Aratus,tlg0007.tlg063
Plutarch,Artaxerxes,tlg0007.tlg064
Plutarch,Galba,tlg0007.tlg065
Plutarch,Otho,tlg0007.tlg066
Plutarch,A Discourse Touching the Training of Children,tlg0007.tlg067
Plutarch,How a Young Man Ought to Hear Poems,tlg0007.tlg068
Plutarch,Of Hearing,tlg0007.tlg069
Plutarch,How to Know a Flatterer from a Friend,tlg0007.tlg070
Plutarch,How a Man May Be Sensible of His Progress in Virtue.,tlg0007.tlg071
Plutarch,"How a man may receive advantage and profit from his
            enemies.",tlg0007.tlg072
Plutarch,"Of Large Acquaintance: or, an Essay to Prove the Folly of Seeking Many Friends",tlg0007.tlg073
Plutarch,Of Fortune,tlg0007.tlg074
Plutarch,Of Virtue and Vice,tlg0007.tlg075
Plutarch,Consolation to Apollonius,tlg0007.tlg076
Plutarch,Plutarch's Rules for the Preservation of Health,tlg0007.tlg077
Plutarch,Conjugal Precepts,tlg0007.tlg078
Plutarch,The Banquet of the Seven Wise Men,tlg0007.tlg079
Plutarch,"Of Superstition, or Indiscreet Devotion",tlg0007.tlg080
Plutarch,"The apophthegms or remarkable sayings of kings and great
            commanders.",tlg0007.tlg081
Plutarch,Laconic Apophthegms; or Remarkable Sayings of the Spartans.,tlg0007.tlg082
Plutarch,The Ancient Customs of the Spartans,tlg0007.tlg082a
Plutarch,Sayings of Spartan Women,tlg0007.tlg082b
Plutarch,Concerning the Virtues of Women,tlg0007.tlg083
Plutarch,Roman Questions,tlg0007.tlg084a
Plutarch,Greek Questions,tlg0007.tlg084b
Plutarch,"Parallels, or a comparison between the Greek and Roman  Histories.",tlg0007.tlg085
Plutarch,Concerning the fortune of the Romans,tlg0007.tlg086
Plutarch,Concerning the fortune or virtue of Alexander the Great.,tlg0007.tlg087
Plutarch,Whether the Athenians Were More Renowned For Their Warlike Achievements or For Their Learning,tlg0007.tlg088
Plutarch,"Of Isis and Osiris, or of the Ancient Religion and Philosophy of Egypt.",tlg0007.tlg089
Plutarch,De E apud Delphos,tlg0007.tlg090
Plutarch,Wherefore the Pythian Priestess now Ceases to Deliver her Oracles in Verse,tlg0007.tlg091
Plutarch,Why the Oracles Cease to Give Answers,tlg0007.tlg092
Plutarch,That Virtue May Be Taught,tlg0007.tlg093
Plutarch,Of Moral Virtue,tlg0007.tlg094
Plutarch,Concerning the cure of anger: a dialogue,tlg0007.tlg095
Plutarch,Of the Tranquillity of the Mind.,tlg0007.tlg096
Plutarch,Of Brotherly Love,tlg0007.tlg097
Plutarch,Of Natural Affection Towards One's Offspring,tlg0007.tlg098
Plutarch,Whether vice is sufficient to render a man unhappy,tlg0007.tlg099
Plutarch,Whether the Passions of the Soul or Diseases of the Body Are Worse,tlg0007.tlg100
Plutarch,"Of Garrulity, or Talkativeness",tlg0007.tlg101
Plutarch,"Of Curiosity, or an Over-Busy Inquisitiveness into Things Impertinent.",tlg0007.tlg102
Plutarch,Of the Love of Wealth,tlg0007.tlg103
Plutarch,Of Bashfulness,tlg0007.tlg104
Plutarch,Of Envy and Hatred,tlg0007.tlg105
Plutarch,How a Man May Inoffensively Praise Himself Without Being Liable to Envy,tlg0007.tlg106
Plutarch,Concerning Such Whom God is Slow to Punish,tlg0007.tlg107
Plutarch,Of Fate.,tlg0007.tlg108
Plutarch,A Discourse Concerning Socrates's Daemon,tlg0007.tlg109
Plutarch,"Of Banishment, or Flying One's Country.",tlg0007.tlg110
Plutarch,Plutarch's Consolatory Letter to His Wife,tlg0007.tlg111
Plutarch,Symposiacs,tlg0007.tlg112
Plutarch,Of Love.,tlg0007.tlg113
Plutarch,Five Tragical Histories of Love,tlg0007.tlg114
Plutarch,That a Philosopher Ought Chiefly to Converse with Great Men,tlg0007.tlg115
Plutarch,A discourse to an unlearned prince,tlg0007.tlg116
Plutarch,Whether an Aged Man Ought to Meddle in State Affairs.,tlg0007.tlg117
Plutarch,Political Precepts,tlg0007.tlg118
Plutarch,"Of the Three Sorts of Government, Monarchy, Democracy, and Oligarchy.",tlg0007.tlg119
Plutarch,"Against Running in Debt, or Taking up Money Upon Usury",tlg0007.tlg120
Plutarch,Lives of the Ten Orators,tlg0007.tlg121
Plutarch,An Abstract of a Comparison Betwixt Aristophanes and Menander,tlg0007.tlg122
Plutarch,Of Herodotus's Malice.,tlg0007.tlg123
Plutarch,Plutarch's Natural Questions,tlg0007.tlg125
Plutarch,Of the Face Appearing Within the Orb Of the Moon,tlg0007.tlg126
Plutarch,On the Principle of Cold,tlg0007.tlg127
Plutarch,Whether water or fire be most useful.,tlg0007.tlg128
Plutarch,"Which are the most crafty, water-animals or those creatures that breed upon the land?",tlg0007.tlg129
Plutarch,That brute beasts make use of reason,tlg0007.tlg130
Plutarch,Of eating of flesh: Tract I.,tlg0007.tlg131
Plutarch,Of eating of flesh: Tract II.,tlg0007.tlg132
Plutarch,Plutarch's Platonic questions,tlg0007.tlg133
Plutarch,Concerning the procreation of the soul as discoursed in Timaeus,tlg0007.tlg134
Plutarch,Epitome libri de animae procreatione in Timaeo,tlg0007.tlg135
Plutarch,The contradictions of the Stoics,tlg0007.tlg136
Plutarch,"A breviate of a discourse, showing that the Stoics speak greater improbabilities than the poets.",tlg0007.tlg137
Plutarch,"Of common conceptions, against the Stoics.",tlg0007.tlg138
Plutarch,That it is Not Possible to Live Pleasurably According to the Doctrine of Epicurus,tlg0007.tlg139
Plutarch,"Against Colotes, the Disciple and Favorite of Epicurus.",tlg0007.tlg140
Plutarch,"Whether 'Twere Rightly Said, Live Concealed.",tlg0007.tlg141
Plutarch,tlg146 (OGL),tlg0007.tlg146_OGL
Plutarch,tlg147 (OGL),tlg0007.tlg147_OGL
Polyaenus Macedo,Strategemata (OGL),tlg0616.tlg001_OGL
Polyaenus Macedo,Excerpta Polyaeni (OGL),tlg0616.tlg002_OGL
Polybius,The Histories,tlg0543.tlg001
Polycarp,Epistula ad Philippenses (OGL),tlg1622.tlg001_OGL
Polycrates Ephesius,Fragmentum Synodicae Epistulae (OGL),tlg1626.tlg001_OGL
Porphyrius,Vita Pythagorae (OGL),tlg2034.tlg002_OGL
Porphyrius,De abstinentia (OGL),tlg2034.tlg003_OGL
Porphyrius,Ad Marcellam (OGL),tlg2034.tlg005_OGL
Porphyrius,Isagoge Sive Quinque Voces (OGL),tlg2034.tlg006_OGL
Porphyrius,In Aristotelis Categorias Expositio Per Interrogationem Et Responsionem (OGL),tlg2034.tlg007_OGL
Porphyrius,Quaestionum Homericanum ad Iliadem pertinentium reliquiae (OGL),tlg2034.tlg014_OGL
Porphyrius,Zetemata codicis Vaticani (OGL),tlg2034.tlg015_OGL
Porphyrius,Historia philosophiae (fragmenta) (OGL),tlg2034.tlg027_OGL
Proclus,In Platonis Rem Publicam Commentarii (OGL),tlg4036.tlg001_OGL
Proclus,Chrestomathy,tlg4036.tlg023
Procopius,De Bellis,tlg4029.tlg001
Procopius,Historia Arcana,tlg4029.tlg002
Prodicus,Fragmenta (OGL),tlg1634.tlg002_OGL
Pseudo-Aristotle,De mundo (OGL),stoa0033a.tlg028_OGL
Pseudo-Aristotle,De spiritu (OGL),stoa0033a.tlg043_OGL
Pseudo-Arrianus,"Anonymi (Arriani, ut fertur) periplus maris Erythraei (OGL)",tlg0071.tlg001_OGL
Pseudo-Arrianus,"Anonymi (Arriani, ut fertur) periplus ponti Euxini (OGL)",tlg0075.tlg001_OGL
Pseudo-Dioscorides,De lapidibus (OGL),tlg1118.tlg003_OGL
Pseudo-Galen,De fasciis (OGL),tlg0530.tlg005_OGL
Pseudo-Galen,Ad Gaurum quomodo animetur fetus (OGL),tlg0530.tlg006_OGL
Pseudo-Galen,Introductio seu medicus (OGL),tlg0530.tlg012_OGL
Pseudo-Galen,De remediis parabilibus (OGL),tlg0530.tlg029_OGL
Pseudo-Galen,De theriaca ad Pamphilianum (OGL),tlg0530.tlg032_OGL
Pseudo-Galen,De optima secta ad Thrasybulum (OGL),tlg0530.tlg043_OGL
Pseudo-Hippocrates,tlg005 (OGL),tlg0751.tlg005_OGL
Pseudo-Hippocrates,De septimestri partu (OGL),tlg0751.tlg034_OGL
Pseudo-Justinus Martyr,Epistula ad Diognetum (OGL),tlg0646.tlg004_OGL
Pseudo-Lucian,Asinus (OGL),tlg0061.tlg001_OGL
Pseudo-Lucian,The Loves (OGL),tlg0061.tlg002_OGL
Pseudo-Lucian,Demosthenis encomium (OGL),tlg0061.tlg003_OGL
Pseudo-Lucian,Halcyon (OGL),tlg0061.tlg004_OGL
Pseudo-Lucian,Ocypus (OGL),tlg0061.tlg005_OGL
Pseudo-Lucian,Cynicus (OGL),tlg0061.tlg006_OGL
Pseudo-Lucian,Philopatris (OGL),tlg0061.tlg007_OGL
Pseudo-Lucian,Charidemus (OGL),tlg0061.tlg008_OGL
Pseudo-Plutarch,"On the Naming of Rivers, Mountains, and Things Found in Them (OGL)",tlg0094.tlg001_OGL
Pseudo-Plutarch,Concerning music,tlg0094.tlg002
Pseudo-Plutarch,Of Those Sentiments Concerning Nature with which Philosophers were Delighted,tlg0094.tlg003
Pseudo-Polemon,Physiognomonica (Epitome Adamantiana) (OGL),tlg2233.tlg001_OGL
Pseudo-Polemon,Physiognomonica (OGL),tlg2233.tlg002_OGL
Pseudo-Scymnus,"Ad Nicomedem regem, vv. 1-980 (OGL)",tlg0068.tlg001_OGL
Pythagoras,Epistles (OGL),tlg0632.tlg002_OGL
Quintus Smyrnaeus,Fall of Troy,tlg2046.tlg001
Rufus Soph.,Ars rhetorica (OGL),tlg0606.tlg001_OGL
